Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,Camera_0046,Camera_0047,x_position,y_position,z_position,unit_distance_from_origin,unit_id
26688,0,0,13524,9250,12354,0,0,0,0,5282,12261,0,34760,0,25480,27342,19270,15048,0,0,21805,13936,0,0,0,15476,0,0,20210,13860,0,8925,20833,5016,0,18088,21384,11495,0,0,9898,14124,0,0,18873,14070,0,-4.643638,3.761838,0.893064,5,47
17952,0,0,13248,10024,13802,0,0,0,0,16985,11580,0,44850,0,28583,23842,5084,4600,0,0,12992,3502,0,0,0,7511,0,0,5831,4042,0,0,21408,14910,0,0,13629,14070,0,0,20274,3744,0,0,6213,14280,0,-3.722142,3.304407,0.89214,4,47
0,0,0,16259,15052,9604,0,0,0,0,16490,12449,0,45506,0,35708,3906,12992,9024,0,0,10112,8789,0,0,0,9261,0,0,12789,9212,0,0,14472,6660,0,0,13184,8404,0,0,11856,9932,0,0,12789,16458,0,-2.717522,2.878765,0.898874,3,47
11501,0,0,20400,22089,12285,0,0,0,0,405,18240,0,63600,0,22356,15300,7888,9308,0,0,12276,6313,0,0,0,9360,0,0,10505,9256,0,0,12060,1740,0,0,11426,2880,0,0,12224,10136,0,0,12350,27305,0,-1.624869,2.515495,0.881615,2,47
56068,0,0,3720,5425,53900,82720,0,0,0,3478,8162,0,0,0,0,54860,32857,39412,0,29376,35828,37323,0,64015,0,34385,0,56240,31108,31458,0,27264,35256,42364,26208,67184,32000,35200,23092,0,31900,26967,0,311416,27265,36888,0,-2.980214,10.594724,0.892224,11,47
12250,0,0,3136,7154,30900,65985,0,0,0,7140,0,0,0,0,0,50504,29256,38804,0,24414,31096,37771,19040,84152,0,35947,19236,60960,28620,61759,25802,50820,57120,64253,13860,101915,53544,68211,13986,0,48512,56056,0,0,44526,94080,11172,-1.910366,11.87283,0.894307,12,47
0,0,0,3479,6650,0,53482,0,0,0,7392,0,0,0,0,0,5525,39032,11088,0,44253,47625,35616,18705,135192,0,45820,16380,107874,41418,18144,19520,40736,74250,10923,13260,118170,68586,63756,6720,188160,56440,73248,238,0,52796,82280,23569,-2.257803,12.813084,0.882261,13,47
0,0,0,6768,203,0,34760,0,0,0,4914,0,0,0,0,0,0,48462,0,0,29694,48875,0,12864,92340,0,0,13440,73304,49644,0,13216,25256,119427,0,15580,115920,136566,2640,15552,226320,115620,34443,28202,0,92560,109257,0,-2.639165,13.750509,0.895205,14,47
0,0,0,6210,0,0,29106,0,0,0,4758,0,0,0,0,0,0,60965,0,0,27550,72750,0,12784,92820,0,0,12648,3658,60384,0,15695,15498,80,0,10545,221028,322,0,10788,238924,115368,0,10976,0,94611,136114,4606,-3.129683,14.737207,0.890887,15,47
0,0,0,4635,0,0,25110,0,0,0,2856,0,0,0,0,0,0,116025,0,0,28254,954,0,10354,145702,0,0,8940,110378,120582,0,1170,35298,0,0,8965,199867,0,0,8957,0,40800,0,15540,0,6448,0,13392,-3.549301,15.603276,0.877845,16,47
0,0,0,0,25344,9860,0,0,0,0,819,11385,0,11475,0,11628,0,0,7200,0,0,0,4008,0,0,0,10553,0,0,0,5190,0,0,0,10647,0,7480,0,7056,0,0,0,8918,0,0,0,5566,0,-6.985986,-1.359887,0.897307,7,43
0,0,0,0,32385,12551,0,0,0,0,6936,14904,0,23433,0,17252,0,0,4865,0,0,0,5304,0,0,0,9982,0,0,0,6825,0,0,0,11899,0,63,0,5400,0,0,0,9648,0,0,0,10296,0,-6.807336,-1.567554,0.860018,6,43
1484,65856,0,0,0,6776,0,0,0,0,8635,18408,0,15665,0,18720,0,0,6885,0,0,0,6840,0,0,0,6864,0,0,0,7285,0,0,0,7130,0,0,0,7742,0,0,0,8372,0,0,0,5850,0,-5.419099,-2.548589,0.893224,5,43
1533,28152,0,0,62472,2886,0,0,160847,0,0,52038,0,12087,0,0,6321,0,4080,0,0,0,4046,0,0,0,3751,0,0,0,3600,0,0,0,3936,0,0,0,3690,0,0,0,3844,0,0,0,0,0,-2.666001,-7.588461,0.881746,8,43
7830,24480,0,0,53336,899,0,29916,210847,0,0,83142,0,0,0,0,6912,0,2576,0,0,0,3564,0,0,0,3108,0,0,0,2040,0,0,0,2925,0,0,0,2622,0,0,0,2136,0,0,0,0,0,-2.624308,-8.63153,0.889073,9,43
812,22680,0,0,0,5610,0,24320,27346,0,0,23168,0,0,0,0,0,0,5883,0,0,0,6660,0,0,0,6893,0,0,0,6160,0,0,0,6612,0,0,0,7068,0,0,0,7722,0,0,0,0,0,-3.460049,-9.389655,0.872992,10,43
0,12824,0,0,0,3503,0,19068,0,0,0,0,0,14472,0,0,0,0,56,0,0,0,3564,0,0,0,1771,0,0,0,28,0,0,0,4248,0,0,0,4366,0,0,0,1365,0,0,0,357,0,-5.140794,-9.775968,0.887538,11,43
0,14105,0,0,0,2240,0,15675,0,0,237291,0,0,5883,0,0,0,0,1920,0,0,0,2436,0,0,0,3306,0,0,0,3277,0,0,0,2752,0,0,0,3201,0,0,0,3072,0,0,0,4255,0,-6.680036,-9.976437,0.884828,12,43
0,13325,0,0,0,3136,0,8064,0,0,0,0,0,10560,0,0,0,0,1144,0,0,0,1475,0,0,0,1196,0,0,0,468,0,0,0,3876,0,0,0,3808,0,0,0,0,0,0,0,2553,0,-7.285364,-10.827586,0.887462,13,43
0,11078,0,0,0,4218,0,12308,0,0,0,0,0,3828,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2737,0,0,0,0,0,0,0,0,0,0,0,3710,0,-8.327563,-11.293813,0.888507,14,43
8178,62348,0,0,38675,6255,0,0,0,0,0,31605,0,23316,0,50388,9169,0,4932,0,0,2210,4896,0,0,0,4830,0,0,0,6862,0,0,9976,7200,0,0,8016,7003,0,0,2919,7450,0,0,9943,8112,0,-2.989503,-4.001203,0.878332,4,43
8432,77056,0,0,26100,6624,0,0,0,0,0,20448,0,25245,0,29568,9487,3542,3740,0,0,3872,6063,0,0,0,3036,0,0,4655,6670,0,0,9976,7050,0,0,8064,6956,0,0,2919,7301,0,0,9720,8064,0,-2.662016,-2.966917,0.891172,3,43
9504,53480,0,0,22968,6380,0,0,798,0,0,22484,0,31680,0,42864,10150,8478,6106,0,0,8910,5922,0,0,0,6149,0,0,8321,2380,0,0,4250,5320,0,0,7344,5658,0,0,4400,2100,0,0,4018,0,0,-1.523341,-2.581439,0.890508,2,43
180,3286,0,12054,12597,7392,0,0,29580,0,0,36652,0,50512,0,62400,9275,7850,6512,0,0,8050,6468,0,0,0,6468,0,0,7693,6468,0,0,8528,6992,0,0,8050,6750,0,0,8268,6512,0,0,7644,0,0,0.223405,-0.841894,0.895923,0,15
0,15480,0,40328,16575,8526,0,0,22480,0,0,40020,0,62496,0,54120,14450,8100,7755,0,0,14168,6160,0,0,0,8378,0,0,10728,6909,0,0,11932,6960,0,0,14168,6674,0,0,9333,7810,0,0,10430,0,0,-0.223931,-0.978407,0.863764,1,15
8507,61640,0,32760,14608,6688,0,0,0,0,0,27063,0,45738,0,50180,9900,8372,4964,0,0,7425,6132,0,0,0,4290,0,0,7840,5586,0,0,8736,6644,0,0,7260,6556,0,0,8639,5662,0,0,7950,0,0,-1.414139,-1.490871,0.885637,2,15
14352,68816,0,220,18954,9685,0,0,0,0,0,31860,0,33495,0,36192,15456,11316,9198,0,0,13600,8120,0,0,0,9555,0,0,12792,8906,0,0,13840,5850,0,0,13520,6407,0,0,10354,9600,0,0,12714,7056,0,-2.276967,-1.967605,0.886548,3,15
9776,68256,0,0,23490,5328,0,0,0,0,0,18088,0,27354,0,35200,10472,0,5145,0,0,9460,4964,0,0,0,5180,0,0,2412,5292,0,0,100,5587,0,0,9460,5700,0,0,0,6040,0,0,2565,9348,0,-3.19097,-2.438236,0.887679,4,15
17500,80136,0,0,35534,9916,0,0,0,0,54684,24500,0,24196,0,27265,19000,0,10005,0,0,0,10005,0,0,0,10508,0,0,0,10437,0,0,0,10721,0,0,0,10579,0,0,0,11248,0,0,0,9360,0,-4.124178,-2.843699,0.882297,5,15
10956,51471,0,0,49128,6392,0,0,0,0,0,32256,0,21489,0,31900,11484,0,6298,0,0,0,6298,0,0,0,6576,0,0,0,6664,0,0,0,6762,0,0,0,6900,0,0,0,7140,0,0,0,8410,0,-3.718871,-4.733731,0.869543,6,15
5960,37962,0,0,40584,5124,0,0,116982,0,0,59220,0,0,0,15040,5280,546,5160,0,0,8883,5117,0,0,0,5324,0,0,4620,5324,0,0,2425,5580,0,0,8820,5490,0,0,0,6076,0,0,4788,0,0,-1.492741,-6.847156,0.887345,7,15
7497,29472,0,0,45200,4838,0,8207,145168,0,0,56723,0,0,0,0,8176,0,4720,0,0,0,4715,0,0,0,4838,0,0,0,4756,0,0,0,4961,0,0,0,3150,0,0,0,5236,0,0,0,0,0,-1.978813,-7.776739,0.891047,8,15
0,28310,0,0,108624,3432,0,0,0,0,107887,34447,0,11592,0,24948,0,0,1804,0,0,0,765,0,0,0,3948,0,0,0,2516,0,0,0,3003,0,0,0,2574,0,0,0,2760,0,0,0,4826,0,-6.775132,-5.953278,0.876086,9,15
0,23220,0,0,162081,3240,0,0,0,0,144320,20672,0,6771,0,15544,0,0,2795,0,0,0,3612,0,0,0,3230,0,0,0,4472,0,0,0,4512,0,0,0,4992,0,0,0,4136,0,0,0,5535,0,-7.111653,-7.062799,0.875768,10,15
0,20252,0,0,196978,6655,0,0,0,0,160234,34146,0,6784,0,18841,0,0,1520,0,0,0,300,0,0,0,48,0,0,0,2072,0,0,0,3652,0,0,0,3403,0,0,0,0,0,0,0,5280,0,-7.742993,-7.817305,0.876897,11,15
0,17550,0,0,239149,3626,0,12834,0,0,210915,0,0,5632,0,3456,0,0,1700,0,0,0,1140,0,0,0,1050,0,0,0,0,0,0,0,3108,0,0,0,3285,0,0,0,558,0,0,0,5166,0,-7.562456,-9.333823,0.886976,12,15
0,0,15572,0,3520,0,0,0,0,0,0,0,2684,0,0,0,0,0,0,75790,60214,0,0,11424,0,58075,0,10890,0,0,0,21150,97988,0,0,15080,0,0,0,15444,0,0,0,28056,0,0,0,26322,3.418671,15.879955,0.89467,16,6
0,0,20124,0,3885,0,0,0,726,0,0,0,25748,0,0,0,0,0,0,116760,61110,0,0,14212,0,61787,0,13601,0,0,0,27824,115596,0,0,20003,0,0,0,20898,0,0,0,30176,0,0,0,19584,3.826785,15.529559,0.888425,15,6
0,0,25578,0,1672,0,0,0,3840,0,0,0,13860,0,0,0,0,7030,0,0,0,7831,0,25608,0,15480,0,23630,0,9568,0,94691,0,7605,0,48128,0,9741,0,40125,0,7332,0,191313,0,9516,0,167539,8.020398,12.64897,0.898008,14,6
0,0,36188,0,1712,0,0,0,4472,0,0,0,25942,0,0,0,0,17072,0,0,0,18849,0,32219,0,29760,0,29488,0,17072,0,143676,0,19240,0,65155,0,18564,0,68526,0,17542,0,193488,0,17072,0,190548,7.871433,11.570164,0.881523,13,6
0,0,20020,0,2552,0,0,0,1200,0,0,0,14941,0,0,0,0,7524,0,0,0,8142,0,33464,0,14340,0,30330,0,6498,0,154350,0,9169,0,66740,0,8619,0,71188,0,9396,0,194012,0,9234,0,199628,7.601288,10.474871,0.89302,12,6
0,0,52338,0,3450,0,0,0,1914,0,0,0,18841,0,22144,0,4800,6552,0,0,0,7875,0,52531,0,16776,0,46371,0,6760,0,186221,0,7697,0,88049,0,7568,0,95052,0,5848,3294,229870,0,6460,0,236826,7.276751,9.519108,0.889626,11,6
18124,0,70366,0,3872,0,0,0,3648,0,0,0,406,0,57798,0,19600,14195,0,0,0,14964,0,29029,0,29036,0,28244,0,14195,1197,190440,0,14000,0,58315,0,13509,10368,22780,0,13260,16380,0,0,12692,0,0,6.616265,8.770367,0.885455,10,6
12852,0,66750,0,4699,0,0,0,5880,0,0,0,0,0,34080,0,12180,7093,0,0,0,6942,0,44520,0,15936,9457,38208,0,7439,11078,93982,0,6697,6970,52217,0,5487,11368,59508,0,7700,9620,0,0,7353,0,0,5.657747,8.220635,0.898423,9,6
19691,0,55352,29008,4752,0,0,0,6355,0,0,0,0,0,60860,0,19392,10496,8600,0,0,11505,6500,79265,0,31248,3293,75296,0,6670,1904,0,0,10556,13124,138546,0,12036,2409,128383,0,2940,0,0,0,484,0,0,4.816416,7.598499,0.881892,8,6
9849,0,55200,20400,6072,0,0,0,7290,0,0,0,0,0,28801,0,9000,4250,7791,0,0,7392,8602,79840,0,19500,7176,65746,0,5616,8695,0,0,7602,9604,96755,0,7434,7896,80997,0,6300,7876,0,0,6669,0,0,4.322477,6.724642,0.894406,7,6
7960,0,31040,33280,4200,19788,0,0,11180,0,0,0,0,0,58282,0,7880,12629,15738,0,0,13172,15738,722,0,34191,15023,51483,0,12556,11269,0,0,10450,12648,1496,0,9858,11368,34040,0,8832,10416,0,0,9308,0,0,3.421306,6.100614,0.880231,6,6
22472,0,0,29887,7700,23421,0,0,12462,0,0,0,0,0,82160,0,22155,16560,18810,0,0,10974,18522,0,0,0,18236,0,0,16380,11591,0,0,16192,11403,0,0,16200,12425,0,0,13275,11180,0,0,12702,0,0,1.935586,5.660197,0.884031,5,6
16060,0,0,15860,8964,14904,0,0,5160,0,0,0,0,0,59917,0,15914,11718,12350,0,0,12545,12096,0,0,0,11844,0,0,11594,13320,0,0,18424,18145,0,0,14016,16465,0,0,16443,13032,0,0,12512,160,0,0.824707,4.911602,0.893456,4,6
26061,0,0,29484,10248,20291,0,0,0,0,0,19046,0,85192,0,0,25942,19928,18300,0,0,21060,18300,0,0,0,18400,0,0,19740,6876,0,0,9706,7437,0,0,9064,7020,0,0,9338,6912,0,0,8514,18468,0,-0.476649,3.962774,0.878435,3,6
11342,0,0,5688,8040,8575,0,0,0,0,18906,12880,0,52325,0,35343,8400,10044,6591,0,0,9650,6384,0,0,0,6929,0,0,9858,7038,0,0,11340,7222,0,0,10736,7130,0,0,6438,7488,0,0,10030,8600,0,-2.911704,0.716974,0.885421,2,6
11343,19454,0,5775,24411,6930,0,0,0,0,0,19943,0,51100,0,34916,11484,8750,6678,0,0,10317,6478,0,0,0,6560,0,0,9275,7396,0,0,11600,8352,0,0,11904,7011,0,0,11656,7875,0,0,10340,11136,0,-1.947788,-0.406903,0.888513,1,6
2592,0,0,0,11772,4056,0,0,18546,58455,0,0,0,0,10432,0,2538,3115,3060,0,0,2380,3010,0,0,0,2871,0,0,3150,2940,0,0,3255,3360,0,0,2590,2940,0,0,3240,2856,0,0,3045,0,0,5.199475,-4.338755,0.962753,6,46
3712,0,0,0,16685,4323,0,0,31620,55913,0,0,0,0,12122,0,5760,5148,3780,0,0,3468,3875,0,0,0,3906,0,0,5240,3875,0,0,5440,2132,0,0,3102,2604,0,0,4389,3875,0,0,5109,0,0,3.661739,-4.692376,0.950561,5,46
2814,0,0,0,22119,2675,0,0,40185,62568,0,0,0,0,11160,0,1494,2562,2160,0,0,3234,2146,0,0,0,1872,0,0,2436,2072,0,0,2408,3744,0,0,3157,3458,0,0,3655,2035,0,0,2542,0,0,5.053717,-4.87712,0.93773,7,46
5544,0,0,0,15080,3444,0,2970,20720,37878,0,0,0,0,8757,0,3652,4148,4095,0,0,5208,3744,0,0,0,4248,0,0,4598,3744,0,0,4875,4477,0,0,5208,3304,0,0,4182,3861,0,0,4477,0,0,5.293614,-6.01168,0.95572,8,46
2128,0,0,0,144,3596,0,217833,25979,31100,0,0,0,0,9152,0,5125,4485,3885,0,0,4680,3885,0,0,0,3885,0,0,4485,3850,0,0,4720,3990,0,0,4680,3920,0,0,4524,3996,0,0,4446,0,0,5.675636,-7.014467,0.945624,9,46
3198,0,0,0,0,1196,0,193284,33390,20837,0,0,0,0,3936,0,2440,697,2398,0,0,2900,1944,0,0,0,2507,0,0,2464,1926,0,0,2691,216,0,0,2760,260,0,0,495,2052,0,0,2352,0,0,6.456372,-7.637448,0.953586,10,46
1007,0,0,0,0,1602,0,93000,21465,33858,0,0,0,0,5495,0,2678,1242,1972,0,0,2160,1104,0,0,0,1742,0,0,1794,1984,0,0,2211,702,0,0,2511,598,0,0,870,1846,0,0,2144,0,0,8.482062,-7.017407,0.961211,11,46
2520,71040,0,0,25275,6536,0,0,0,0,0,22876,0,28421,0,39884,12998,0,4650,0,0,0,6450,0,0,0,5202,0,0,0,5202,0,0,0,5148,0,0,0,5460,0,0,0,5530,0,0,0,6864,0,-3.43946,-3.525348,0.952877,4,46
17100,93896,0,0,33920,9702,0,0,0,0,0,43953,0,29900,0,51475,16821,5104,9600,0,0,14875,9536,0,0,0,10032,0,0,12070,5016,0,0,0,5304,0,0,0,2871,0,0,0,5338,0,0,0,6120,0,-2.634284,-3.005151,0.943761,3,46
15309,82187,0,0,24552,9263,0,0,0,0,0,37515,0,40228,0,44748,15228,12768,8968,0,0,13398,9120,0,0,0,9240,0,0,12768,12300,0,0,5029,12699,0,0,16530,12312,0,0,77,13090,0,0,9628,13321,0,-1.875443,-2.312081,0.951497,2,46
9024,75348,0,38041,21829,5796,0,0,15916,0,0,23937,0,51072,0,49023,9168,7866,5616,0,0,8050,5580,0,0,0,5652,0,0,7866,10863,0,0,16910,11218,0,0,15925,11160,0,0,15051,11544,0,0,15041,814,0,-1.14485,-1.585479,0.954897,1,46
0,14994,0,10480,20328,7849,0,0,5676,0,0,26730,0,78020,0,21680,13455,10836,7680,0,0,11748,7520,0,0,0,7889,0,0,11072,5565,0,0,9000,5940,0,0,8272,5994,0,0,8750,6118,0,0,8208,0,0,-0.892189,-0.440603,0.93784,0,46
0,0,49792,2820,3741,0,0,0,8195,0,0,0,24786,0,0,0,0,14824,0,0,0,16950,0,29348,0,30394,0,28301,0,15190,14200,0,0,13938,16264,0,0,13464,14688,0,0,12936,13132,0,0,12415,0,0,4.620344,11.132092,0.951435,12,46
0,0,34643,0,855,0,0,0,6627,0,0,0,155,0,0,0,0,23980,0,0,0,25990,0,37296,0,39468,0,34080,0,23653,10972,0,0,14874,15048,59553,0,15170,11935,87174,0,9384,9315,0,0,8955,0,0,5.043268,12.004552,0.945781,13,46
0,0,28336,0,1692,0,0,0,6256,0,0,0,20664,0,0,0,0,16401,0,0,0,20445,0,20775,0,32148,0,17290,0,17775,12876,0,0,11772,9291,72850,0,12141,8109,75517,0,8569,11232,0,0,9270,0,0,5.469844,12.930538,0.954964,14,46
0,0,29007,0,3420,0,0,0,5240,0,0,0,15125,0,0,0,0,18860,0,16950,0,0,0,22950,0,38170,0,21402,0,19007,19866,4278,0,13237,24444,64240,0,12871,21093,76840,0,16827,17538,0,0,15785,0,0,5.966356,13.80213,0.953176,15,46
0,0,27360,5967,423,0,0,0,0,0,5456,0,0,0,0,0,0,15498,0,0,31407,17420,0,13020,0,61061,0,12122,0,15561,0,18240,35062,18423,0,13456,0,16962,170,13865,0,16445,21976,18425,0,15372,75330,29757,0.441818,12.246884,0.799132,12,37
0,0,25460,9072,2943,0,0,0,0,0,4914,0,9483,0,0,0,0,34320,0,90636,52440,39468,0,19497,0,67584,0,18135,76012,34560,0,28956,55272,41760,0,18618,0,38654,0,14212,0,36162,3280,57905,0,33654,91932,51256,0.611864,13.007334,0.768841,13,37
0,0,16730,294,3190,0,0,0,0,0,2870,0,44036,0,0,0,0,22618,0,210410,44505,27900,0,2400,0,43660,0,4320,184525,23144,0,11500,52794,28987,0,9180,0,27423,0,9108,0,23848,0,20079,0,22532,97236,17940,0.822277,14.033131,0.795275,14,37
0,0,17472,6,3016,0,0,0,0,0,3589,0,78793,0,0,0,0,43040,0,171886,88608,0,0,10317,12078,43053,0,11025,156770,29526,0,23937,98406,0,0,165,0,0,0,5418,0,42504,0,35475,0,34443,78948,31944,1.184703,14.9596,0.778461,15,37
0,0,8142,5891,1414,0,0,0,0,0,4387,0,30793,0,0,0,0,0,0,147408,51040,0,0,5304,0,39058,0,4794,136059,0,0,0,68900,0,0,10450,0,0,0,10123,0,0,0,15022,0,0,15810,12550,1.551982,15.937285,0.795409,16,37
0,0,10044,7102,2400,0,0,0,0,0,840,0,38092,0,0,0,0,0,0,98624,67782,0,0,8639,0,22876,0,7693,0,0,0,5439,86359,0,0,10260,0,0,0,10920,0,0,0,13038,0,0,0,16132,1.908731,16.898255,0.795262,17,37
23010,0,0,6348,4096,54464,35047,0,0,0,4182,0,0,0,0,0,46200,28314,39500,0,19092,32528,38064,8364,57915,0,37009,8694,45008,28314,35612,0,18023,34854,44590,15015,58688,30740,37760,16324,0,29694,32482,0,215880,27451,26334,0,-2.199684,11.765952,0.790927,11,37
33166,0,0,6750,2675,36024,48,0,0,0,5547,0,0,0,0,0,32320,19019,26112,0,29328,21402,25110,15114,880,0,24297,18040,71060,19266,25192,0,29172,23577,30591,19106,0,22008,26410,19352,0,20817,22968,0,0,19592,38874,0,-1.245006,10.90246,0.793178,10,37
28254,0,3180,7824,4191,28152,0,0,0,0,5984,0,0,0,10540,0,8305,15180,21449,0,34299,17094,20880,16830,0,0,20230,21228,0,15400,19680,0,28213,18075,23760,23490,0,17242,20584,24115,0,16100,18018,0,0,15164,38054,0,-0.064847,9.951368,0.791495,9,37
9352,0,36015,1782,2645,0,0,0,6432,0,0,0,0,0,25760,0,9185,6578,10044,0,0,5428,9982,67890,0,13601,9106,61476,0,6578,8736,0,0,7050,10416,124574,0,6570,9063,134844,0,6670,7852,0,0,6390,0,0,5.808346,6.874227,0.795862,8,37
3456,0,0,0,3420,2821,0,0,1520,0,0,0,0,0,7155,0,3456,308,136,0,0,330,120,0,0,6579,209,0,0,56,6325,0,0,5750,4329,0,0,6441,4255,0,0,3774,6215,0,0,3740,0,0,7.788894,1.741198,0.791358,7,37
4428,0,0,120510,462,5588,0,0,6930,90736,0,0,0,0,10370,0,437,4144,4563,0,0,2432,4524,0,0,8512,4370,0,0,4181,3317,0,0,992,3774,0,0,744,3456,0,0,3150,2940,0,0,2575,0,0,6.96736,0.118284,0.784807,6,37
7000,0,0,8436,6435,11700,0,0,0,0,0,0,0,0,33354,0,11124,8400,9308,0,0,8688,9078,0,0,0,9078,0,0,8352,21400,0,3290,0,31320,0,12726,0,30104,0,23936,0,20710,0,0,0,10324,0,0.458923,5.955174,0.795062,5,37
4500,27720,0,0,28938,8260,0,0,0,0,35433,13736,0,13800,0,18881,9570,0,4795,0,0,0,6850,0,0,0,4572,0,0,0,1980,0,0,3444,1482,0,0,3388,2240,0,0,3480,2352,0,0,3186,0,0,-4.708541,-1.640256,0.777671,4,37
10150,43952,0,98,18360,5520,0,0,0,0,26190,13454,0,15555,0,22596,3255,0,2124,0,0,0,3300,0,0,0,16,0,0,40,1998,0,0,3567,2280,0,0,3267,918,0,0,2058,2240,0,0,3304,0,0,-3.58104,-1.689335,0.787984,3,37
3984,44968,0,7582,15642,4030,0,0,0,0,0,14101,0,22640,0,28975,4830,7400,4454,0,0,7600,4454,0,0,0,4655,0,0,7350,1980,0,0,3444,2052,0,0,3267,2016,0,0,3360,2240,0,0,3186,0,0,-2.330639,-1.858968,0.791357,2,37
9362,0,0,12064,9198,7750,0,0,0,0,10656,10152,0,10248,0,11800,13986,0,7595,0,0,0,7546,0,0,0,7850,0,0,0,7905,0,0,0,5250,0,0,0,8216,0,0,0,8480,0,0,0,7448,0,-4.780418,0.136653,0.790525,4,24
15525,0,0,12922,6552,11968,0,0,0,0,12025,9690,0,46068,0,0,19350,14250,11088,0,0,15760,10032,0,0,0,10443,0,0,14175,9558,0,0,16160,8695,0,0,15957,9000,0,0,13580,9612,0,0,13608,13593,0,-2.834157,4.128331,0.791643,5,24
13325,0,0,13390,9126,9204,0,0,0,0,0,11400,0,52535,0,0,11016,7568,4753,0,0,3078,5379,0,0,0,7379,0,0,5643,4123,0,0,10325,8575,0,0,2597,6460,0,0,9078,3770,0,0,5488,12360,0,-1.436177,3.726742,0.795906,3,24
9990,0,0,14656,10458,7544,0,0,0,0,0,13230,0,60776,0,0,3276,7840,6975,0,0,8250,6776,0,0,0,6975,0,0,7840,6732,0,0,8619,7290,0,0,8250,6908,0,0,8150,6820,0,0,7632,0,0,-0.417521,2.955247,0.790701,2,24
5680,0,0,37389,0,6048,0,0,6642,0,0,0,0,0,8760,0,3807,1917,3003,0,0,4257,2442,0,0,5632,4375,0,0,2212,1144,0,0,1647,4352,0,0,4125,3799,0,0,1638,798,0,0,1566,0,0,5.55006,2.337363,0.791851,6,24
6068,0,0,37605,2668,8250,0,0,0,0,0,0,0,0,19422,0,0,5632,7089,0,0,5453,6811,0,0,12308,5069,4797,0,4290,5206,0,0,3836,6278,0,0,3752,5781,0,0,5280,4995,0,0,3250,0,0,5.755427,4.020199,0.783821,7,24
5100,0,32398,23124,675,14,0,0,5004,0,0,0,0,0,27323,0,272,5662,9519,0,0,6975,8476,72816,0,16280,8748,62012,0,6600,9120,0,0,8690,64,90500,0,8525,4320,119808,0,5733,8321,0,0,7500,0,0,4.684511,6.489914,0.790233,8,24
11966,0,56363,18480,3861,0,0,0,5658,0,0,0,0,0,38902,0,9261,7938,11776,0,0,6627,11529,48840,0,21648,10382,42804,0,7776,4277,0,0,6560,9381,81280,0,6280,6016,85444,0,5054,3311,0,0,4750,0,0,4.12357,8.050878,0.784539,9,24
12988,0,46632,14892,2964,0,0,0,0,0,0,0,0,0,52793,0,12772,8892,0,0,0,4312,0,33598,0,23751,3174,30294,0,8721,11520,0,0,8750,14308,28644,0,7605,12025,54103,0,8232,10500,0,0,8036,0,0,3.922106,9.253381,0.790655,10,24
0,0,22698,10416,2162,0,0,0,176,0,0,0,0,0,66068,0,18758,11100,0,0,0,11773,0,22860,0,29391,0,19836,0,11100,14775,67480,0,10716,9996,35595,0,10488,14400,37022,0,9804,12784,0,0,9625,0,0,3.454059,10.48811,0.791722,11,24
0,0,25753,10836,2376,0,0,0,3654,0,0,0,17052,0,0,0,0,13176,0,0,0,16380,0,19992,0,37734,0,18091,0,12998,0,50125,0,10962,0,27714,0,10296,0,28482,0,9752,11856,0,0,8740,0,71818,3.028199,11.63163,0.792521,12,24
9408,0,0,17712,13932,7446,0,0,15022,0,0,0,0,56518,0,0,9462,7644,6912,0,0,8208,6864,0,0,0,6864,0,0,7791,5360,0,0,6380,6160,0,0,6106,5576,0,0,6063,5226,0,0,5796,0,0,0.84702,1.803779,0.779089,1,24
6640,0,0,13376,10324,5960,0,0,18468,0,0,20445,0,57156,0,49518,6640,5402,5076,0,0,5587,4900,0,0,0,4900,0,0,5256,4092,0,0,5180,4554,0,0,1808,3900,0,0,5863,4123,0,0,4760,0,0,0.187792,0.969279,0.788408,0,24
0,0,12090,2160,1122,0,0,0,0,0,3570,0,0,0,0,0,0,0,0,122364,51192,0,0,7920,0,34056,0,7406,68816,0,0,12744,63365,0,0,9464,0,0,0,9752,0,0,0,15872,0,0,0,15057,1.37529,16.688197,0.799632,16,12
0,0,3150,6390,730,0,0,0,0,0,1898,0,36594,0,0,0,0,0,0,97083,63474,0,0,8976,0,67124,0,8428,74888,0,0,15340,91168,0,0,11368,0,0,0,11484,0,0,0,23205,0,0,0,17982,2.175104,15.826994,0.791542,15,12
0,0,16060,5661,4158,0,0,0,0,0,0,0,28809,0,0,0,0,15980,0,156142,48094,0,0,11773,0,54940,0,10974,0,10944,0,22493,80324,0,0,15330,0,0,0,15691,0,19200,0,25506,0,14030,0,24880,3.313199,14.623526,0.78467,14,12
